user_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
1813,0.18299338,-0.0538947,0.014206335,0.0094300965,-0.017446611,-0.17233793,-0.20117211,0.12963888,-0.14731927,0.14403495,-0.13344716,0.12919545,-0.0177556,-0.14777996,0.036203064,-0.087610595,-0.031495046,0.080761835,0.15179165,0.027223935,0.1273191,0.10941987,0.13669059,-0.1945311,-0.11410862,-0.10618759,0.05672333,0.045371037,-0.048349652,-0.040407278,0.066084646,0.11906677,-0.116941765,0.1299346,-0.04285238,-0.20616296,0.07043116,0.13112709,0.20662954,0.15123093,-0.13410741,0.15981568,0.0735336,-0.13663754,0.15868747,-0.18946248,0.10106138,-0.09354879,0.16737668,-0.12729181,-0.10852256,-0.11697119,-0.018824521,0.07046217,-0.17212853,-0.056510955,0.0032161884,-0.041160002,0.026912732,-0.24067418,-0.10952102,-0.11658888,0.05547123,-0.15481429,-0.08984857,0.12233642,0.008849421,0.107472345,0.10333788,-0.007652297,0.10658962,-0.03363815,-0.12669738,0.1902683,-0.06712095,0.07035717,-0.10063005,0.11760102,0.09181403,0.09317208,-0.15475476,0.01372487,0.13405724,0.07422541,0.05846178,-0.14465311,0.08647017,-0.10997964,-0.16037181,-0.11339445,-0.10840557,0.059228458,-0.20155494,-0.049872052,0.1577744,0.09749379,-0.06761531,0.06083914,-0.012841289,0.15917927,0.027043223,0.09916633,0.083917804,0.06500285,0.048162594,0.011379532,-0.025805958,-0.1283358,0.15685557,0.1659219,-0.20261468,-0.13332973,-0.06200051,-0.10869869,-0.03644999,0.14908619,0.11023216,-0.1356155,0.0319189,-0.14045288,0.19626048,-0.1338705,0.051942855,0.12141329,0.011317704,0.004692294,0.15427278,-0.083242506
1825,0.19861628,-0.05427645,0.01568059,0.011156605,-0.01762517,-0.18485683,-0.2247881,0.14312334,-0.15467462,0.15235192,-0.1385692,0.13845637,-0.01222912,-0.1606947,0.04215293,-0.09177424,-0.035387732,0.08320655,0.16649728,0.035769362,0.13581337,0.12424194,0.13525823,-0.21783654,-0.10744265,-0.103163324,0.073325865,0.05454024,-0.052277114,-0.008926153,0.071162686,0.13186328,-0.11783328,0.1380835,-0.043703854,-0.2250464,0.07851483,0.13988885,0.21843848,0.16682045,-0.13493465,0.1720919,0.07571045,-0.15312144,0.17356011,-0.19998649,0.11165209,-0.104353406,0.1947011,-0.14410833,-0.12576826,-0.12736395,-0.017103232,0.08027282,-0.19238275,-0.06855656,0.000961036,-0.04099203,0.03784209,-0.25770232,-0.12272658,-0.14529927,0.056118,-0.16566493,-0.100453824,0.1210542,0.018468421,0.10806585,0.11850701,-0.004366961,0.113928474,-0.032720342,-0.1425613,0.21300331,-0.08133866,0.07333272,-0.11555769,0.12730327,0.09766297,0.106786914,-0.1699525,0.0154713,0.1499279,0.083695926,0.064948194,-0.16648273,0.09665144,-0.108042374,-0.17779693,-0.1190976,-0.11009495,0.06265262,-0.20919412,-0.058414914,0.18192987,0.101672,-0.07799465,0.065447606,-0.011106647,0.17478839,0.026302127,0.11372582,0.081937045,0.06859294,0.05289272,0.013338629,-0.024135796,-0.13345343,0.17360777,0.1833826,-0.22319715,-0.1530283,-0.06988252,-0.11398514,-0.033966765,0.15797004,0.12653223,-0.14251563,0.037930228,-0.1598277,0.22852205,-0.13884062,0.061853964,0.1354835,0.010463616,0.006026118,0.16520734,-0.08340471
1833,0.19726199,-0.060249407,0.013039517,0.0070964517,-0.01943899,-0.18552202,-0.22809799,0.13598807,-0.15774831,0.1564229,-0.13972118,0.13880363,-0.02107264,-0.16461903,0.029163586,-0.08858087,-0.028223736,0.08718449,0.15229928,0.02536221,0.13680904,0.10943882,0.15066601,-0.20764598,-0.1285167,-0.124582365,0.05369909,0.05065565,-0.055138867,-0.07037978,0.07430337,0.12586573,-0.122706704,0.14080259,-0.041188683,-0.22347389,0.07293165,0.14160275,0.223336,0.16215286,-0.14761947,0.16513376,0.075467974,-0.14318877,0.15915653,-0.2067489,0.1005791,-0.10254724,0.17903616,-0.14918946,-0.118196495,-0.12554419,-0.021210775,0.07695408,-0.18100068,-0.055322252,0.0061122268,-0.046018615,0.015186768,-0.26558632,-0.11005084,-0.11910428,0.05603935,-0.16820015,-0.097276144,0.13223569,0.001213564,0.1172808,0.09963196,-0.009430846,0.12019276,-0.034559805,-0.13548933,0.19659692,-0.06771162,0.07683228,-0.10657697,0.13291207,0.09878369,0.094395,-0.17010449,0.011256026,0.15129627,0.08251139,0.05898375,-0.15469018,0.10195232,-0.1219942,-0.16914983,-0.12035376,-0.11336618,0.058404967,-0.22230119,-0.056139797,0.16237275,0.11568305,-0.067961216,0.0585481,-0.011485577,0.17158954,0.027059477,0.10845785,0.09545025,0.06602639,0.048084155,0.009801889,-0.027790869,-0.13935639,0.16683869,0.17140433,-0.21982013,-0.15138708,-0.056403797,-0.11406275,-0.042199317,0.15781982,0.11263774,-0.13999699,0.03259549,-0.14387444,0.20457302,-0.14957361,0.054810043,0.13319084,0.012870546,0.003908413,0.1697497,-0.103493586
1838,0.22823392,-0.068495624,0.009173597,0.00090440805,-0.022106666,-0.19974652,-0.2895839,0.15679899,-0.17171185,0.17492189,-0.14977568,0.16259322,-0.030254604,-0.18716925,0.029719476,-0.085253954,-0.032545432,0.10478941,0.15376733,0.022094341,0.14425471,0.116055414,0.17024697,-0.24391124,-0.15417466,-0.16630967,0.060255468,0.05438944,-0.06520395,-0.11698736,0.091933675,0.14347546,-0.14283794,0.14862052,-0.035288088,-0.25124982,0.07655856,0.15179946,0.25625476,0.18209018,-0.1561765,0.1810706,0.08231096,-0.14238909,0.17338063,-0.22575699,0.11102117,-0.12159271,0.20078659,-0.2006062,-0.14273578,-0.14205587,-0.02601453,0.104512304,-0.20137204,-0.04881591,0.010301979,-0.054662805,-0.004018903,-0.30977708,-0.11826021,-0.1398653,0.056639764,-0.2140304,-0.10856058,0.14365178,-0.005413257,0.14381243,0.10229229,-0.012718383,0.14685537,-0.036325175,-0.16367754,0.2122737,-0.07840634,0.08899366,-0.119674735,0.17757829,0.11334782,0.09874577,-0.20885465,0.004917888,0.1937631,0.11588789,0.06425946,-0.19541399,0.12389267,-0.14105782,-0.19621795,-0.14433847,-0.12717502,0.05434593,-0.2612378,-0.065313585,0.21511723,0.14089642,-0.085009545,0.05938127,-0.012332029,0.20751664,0.026454268,0.12534277,0.10041444,0.06050195,0.04729873,0.008120076,-0.030561475,-0.15471366,0.17453592,0.1901969,-0.24481718,-0.19440642,-0.056277625,-0.12236391,-0.052448314,0.15926868,0.11902494,-0.14171153,0.03859442,-0.1519518,0.22939894,-0.18043692,0.06603196,0.15214679,0.014949501,0.007254496,0.19780196,-0.12311535
1846,0.21813872,-0.06637867,0.010331109,0.0015347459,-0.023154585,-0.19830894,-0.27419695,0.14740126,-0.17295058,0.17377497,-0.14671087,0.15996408,-0.028776245,-0.18231663,0.030780869,-0.084799476,-0.031309213,0.10018777,0.15146442,0.02125654,0.14587009,0.1107296,0.1677266,-0.23364194,-0.1552895,-0.15646002,0.056141455,0.053180348,-0.06604185,-0.115245886,0.08885545,0.1344637,-0.13552925,0.14917329,-0.036743104,-0.246312,0.07611198,0.15339682,0.24369621,0.17821088,-0.15933688,0.1740698,0.08059437,-0.1423531,0.17187479,-0.22090268,0.10487654,-0.11494524,0.1941344,-0.19217457,-0.13936643,-0.13529085,-0.025778724,0.09612356,-0.1950343,-0.04893171,0.008729903,-0.054219503,-0.0027657885,-0.2996581,-0.10997898,-0.13157533,0.057298984,-0.20146999,-0.10567542,0.14091694,-0.0085334405,0.14267798,0.10111797,-0.01279763,0.14466412,-0.03604772,-0.15368794,0.20756687,-0.07041052,0.086284555,-0.11620022,0.16484226,0.11179669,0.09558482,-0.19963738,0.006073964,0.18442824,0.10728902,0.06236234,-0.18153623,0.11951069,-0.13957997,-0.19436535,-0.136801,-0.12389682,0.05665009,-0.2565284,-0.06518977,0.20037352,0.1346118,-0.07644365,0.057700984,-0.012888344,0.20221505,0.025782546,0.1212654,0.09777447,0.064062834,0.046532746,0.008101343,-0.030640576,-0.15052703,0.17048213,0.18416552,-0.23704539,-0.1844039,-0.055150274,-0.12191142,-0.050628535,0.15884055,0.116942726,-0.14219822,0.034506705,-0.14713527,0.21569756,-0.1742867,0.06138969,0.14632797,0.014450779,0.004743437,0.1886079,-0.12495021
1849,0.221267,-0.059022054,0.01365823,0.009632806,-0.02017344,-0.20217325,-0.25552392,0.15818952,-0.16647734,0.16417892,-0.14489491,0.15484415,-0.017110512,-0.176736,0.036765233,-0.09530276,-0.0389348,0.094031386,0.17007864,0.036387213,0.14490502,0.1256985,0.15172167,-0.23765503,-0.121066265,-0.12737963,0.073514685,0.05672667,-0.05581522,-0.03710418,0.07938673,0.14647806,-0.12950225,0.15338723,-0.03976592,-0.24288337,0.08407419,0.15210207,0.24011488,0.18029788,-0.1468206,0.1844331,0.079931386,-0.16185988,0.18170543,-0.22151722,0.11441382,-0.11499896,0.2070379,-0.16524075,-0.14245802,-0.13593389,-0.019825889,0.08989465,-0.20489578,-0.0680377,0.0037724013,-0.046938926,0.026073486,-0.28992012,-0.13009688,-0.15357745,0.055704143,-0.18450592,-0.1119535,0.13468026,0.016844753,0.119382635,0.113483384,-0.0066447607,0.12827174,-0.034058243,-0.1579191,0.222096,-0.085129865,0.0841327,-0.12839317,0.15382043,0.106353395,0.110337086,-0.19028723,0.013906488,0.17229646,0.09901464,0.067763425,-0.18438073,0.11535426,-0.12621816,-0.18919536,-0.13307992,-0.11946548,0.06435097,-0.2351208,-0.06920967,0.19867392,0.123334125,-0.08871309,0.06437088,-0.010249125,0.18716824,0.029810242,0.123027705,0.09787932,0.06844268,0.054397073,0.012084794,-0.026998779,-0.14386448,0.18168946,0.18761362,-0.24656811,-0.17352502,-0.06669399,-0.11792288,-0.040012997,0.16731033,0.13099276,-0.14741023,0.044934496,-0.1629297,0.24377105,-0.16197132,0.070153296,0.14771166,0.012041302,0.0058608875,0.18926284,-0.098349825
1857,0.20823139,-0.062039215,0.011505279,0.0049291747,-0.021829065,-0.19795008,-0.2524138,0.14096981,-0.174205,0.16734022,-0.14229563,0.14598,-0.02793684,-0.17178838,0.03443221,-0.089302555,-0.036942467,0.095970705,0.15136118,0.024244951,0.1399597,0.11024322,0.1568733,-0.22364703,-0.14022918,-0.13863361,0.05921249,0.047568563,-0.05705654,-0.094632365,0.079085045,0.13118125,-0.1343951,0.14498754,-0.03589993,-0.22995603,0.07692422,0.14867288,0.23386028,0.1743765,-0.14949462,0.17678635,0.08044767,-0.14834133,0.17621104,-0.21429914,0.103400104,-0.10892256,0.18389055,-0.16765134,-0.1337724,-0.12925787,-0.025668483,0.08536201,-0.18506135,-0.05278768,0.006062925,-0.048745442,0.0053099087,-0.28376532,-0.11354313,-0.12976353,0.05572355,-0.1884929,-0.10013624,0.13632436,1.39547965e-05,0.13049993,0.0984468,-0.012286092,0.12969859,-0.036028005,-0.14756462,0.20348947,-0.071475245,0.084137365,-0.114144206,0.15878667,0.10446649,0.099701546,-0.1852359,0.008775761,0.17063506,0.09342249,0.06188768,-0.17010391,0.11222938,-0.1338803,-0.18163362,-0.12920305,-0.11892167,0.05849959,-0.24115305,-0.0584143,0.19412668,0.12252847,-0.08090123,0.05805664,-0.012744333,0.18363534,0.029737245,0.11548074,0.09690815,0.06544431,0.04661589,0.009359164,-0.02977768,-0.14428084,0.16812328,0.17920522,-0.22864345,-0.16844091,-0.0558772,-0.12034315,-0.04386563,0.15278071,0.11625126,-0.13885769,0.03637919,-0.14736287,0.2098862,-0.16340154,0.061351363,0.13954048,0.0134122595,0.0038880098,0.18102232,-0.108461425
1877,0.20412499,-0.05728224,0.013493595,0.008054496,-0.019939272,-0.18910734,-0.23648359,0.14170374,-0.1581326,0.15742186,-0.14196913,0.14398628,-0.019487837,-0.16672146,0.034447625,-0.09060519,-0.033858154,0.08848582,0.15933542,0.028922712,0.13949998,0.115348,0.14808157,-0.21804062,-0.1243934,-0.122209094,0.06336489,0.051171865,-0.055074472,-0.053928576,0.074914925,0.13160786,-0.12274574,0.14239581,-0.041161254,-0.22697744,0.0780415,0.14534596,0.22213897,0.16774206,-0.14523558,0.17033301,0.076546155,-0.14829104,0.1687529,-0.20776755,0.10337298,-0.10599468,0.18817832,-0.1541964,-0.124863185,-0.12816638,-0.020532975,0.08368108,-0.18805318,-0.059299454,0.004686112,-0.046300285,0.020625612,-0.27154025,-0.11404158,-0.1318864,0.056234688,-0.17152815,-0.09891865,0.12885907,0.006674101,0.11936781,0.1070159,-0.008334871,0.12545955,-0.03432516,-0.14189467,0.20420222,-0.072214335,0.07768214,-0.11257828,0.13784018,0.10359615,0.1010335,-0.17726734,0.012490623,0.15801929,0.08707319,0.062150877,-0.16172588,0.10367472,-0.12138037,-0.17579858,-0.123216674,-0.11557774,0.060434446,-0.22445455,-0.05924253,0.17916575,0.11375776,-0.07416217,0.061060578,-0.011324144,0.17878264,0.025859583,0.112729855,0.09193835,0.06710067,0.049753096,0.010693462,-0.027509814,-0.13999584,0.16862674,0.17773563,-0.22690459,-0.15776232,-0.060615074,-0.11312953,-0.04064557,0.1592631,0.1191637,-0.14137973,0.03516484,-0.15048502,0.2191973,-0.15074041,0.058954023,0.13455117,0.012403852,0.004604967,0.17256261,-0.098862246
1885,0.2065229,-0.061698668,0.010421787,0.004485112,-0.0194319,-0.18854198,-0.24237312,0.14219736,-0.16070892,0.1590726,-0.14376265,0.14733069,-0.02815769,-0.16733022,0.027853025,-0.08778903,-0.033186473,0.09363497,0.1475528,0.02304179,0.13759075,0.1074905,0.16044874,-0.21934026,-0.13907208,-0.14244883,0.051803607,0.046595003,-0.052727144,-0.10033504,0.077453665,0.12965477,-0.13388142,0.1414223,-0.036426947,-0.224474,0.07446929,0.1436583,0.22881831,0.1637106,-0.15066406,0.17139113,0.078862436,-0.13929816,0.16417274,-0.21309115,0.102400176,-0.10595013,0.17691846,-0.16222727,-0.123145916,-0.1288317,-0.024298873,0.08533004,-0.17903146,-0.04893746,0.00888872,-0.04992628,0.0029734974,-0.28097638,-0.109694205,-0.12023172,0.0558537,-0.18567765,-0.09866161,0.13778923,-0.001633965,0.12730817,0.09500112,-0.012434918,0.12837197,-0.035720058,-0.14448358,0.19161443,-0.06853452,0.08248623,-0.108269446,0.15183328,0.10401407,0.09340295,-0.18255301,0.008831407,0.16527246,0.09278385,0.059058182,-0.1627274,0.11072873,-0.13408323,-0.17129363,-0.13091925,-0.12015089,0.057251252,-0.23371723,-0.057955995,0.18054129,0.124929674,-0.07723773,0.05757685,-0.012341428,0.17999013,0.028559037,0.111103535,0.1030548,0.0630518,0.046467282,0.008419783,-0.030265713,-0.14243837,0.16311938,0.1701354,-0.22769196,-0.1639601,-0.052117947,-0.11511332,-0.04715783,0.15456763,0.10883684,-0.1366391,0.033874657,-0.1442141,0.20559761,-0.161188,0.05607553,0.13707155,0.013813961,0.004834403,0.18379341,-0.10858645
1889,0.18668164,-0.060410164,0.011079335,0.004152889,-0.018719079,-0.17503673,-0.2174791,0.12528592,-0.15724066,0.15248339,-0.13509084,0.12912457,-0.027909264,-0.15310226,0.027453443,-0.08386039,-0.028901387,0.08763293,0.13875957,0.017870063,0.13056351,0.097698204,0.15194926,-0.19388032,-0.1367305,-0.12798735,0.04351846,0.040529843,-0.0504687,-0.101909496,0.07090304,0.11478046,-0.12633653,0.1318624,-0.03738754,-0.20665112,0.06707442,0.13295344,0.21572746,0.15107083,-0.14428014,0.16001847,0.07634973,-0.13026148,0.15336458,-0.19640526,0.094108716,-0.095039316,0.15671323,-0.14082246,-0.10793144,-0.11810502,-0.023951987,0.07288911,-0.16334374,-0.04466011,0.008131245,-0.046596397,0.0036557105,-0.2553907,-0.10018987,-0.10087052,0.055072226,-0.16587953,-0.086605765,0.13102357,-0.0065561216,0.1199825,0.08665777,-0.013076691,0.115625076,-0.035621505,-0.12644847,0.178712,-0.057448264,0.075288944,-0.09617034,0.13314837,0.0962408,0.08605586,-0.16177857,0.008584824,0.14336054,0.07376279,0.05404994,-0.14062327,0.094200686,-0.1250913,-0.15892437,-0.11749933,-0.11251738,0.054260895,-0.2177538,-0.047941633,0.15741414,0.1139113,-0.06530341,0.055493455,-0.013493079,0.1612195,0.028039685,0.09854469,0.09477985,0.0625048,0.04236234,0.008410915,-0.029277256,-0.13678056,0.15208827,0.16060433,-0.20231049,-0.1422832,-0.048717186,-0.112349875,-0.043831207,0.14540356,0.102352865,-0.13062017,0.02810235,-0.1290995,0.18066631,-0.14722687,0.048396993,0.124106206,0.013644906,0.0029073288,0.1635101,-0.10037966
1891,0.1996897,-0.061701212,0.011743498,0.004214637,-0.019643521,-0.18391815,-0.24041882,0.13809821,-0.15976527,0.15811785,-0.14115201,0.14470604,-0.024948627,-0.16734537,0.029487014,-0.08464591,-0.030085279,0.09028596,0.14603597,0.02213973,0.13584213,0.10824017,0.1550595,-0.21350539,-0.1395068,-0.13640149,0.05256509,0.04877154,-0.055659555,-0.091751195,0.077217534,0.12582383,-0.12912369,0.13764124,-0.038540654,-0.22379357,0.07313288,0.14164181,0.22543536,0.16255914,-0.14810194,0.16727644,0.07767075,-0.1368116,0.16028704,-0.20815255,0.10087562,-0.10557266,0.17877999,-0.1625264,-0.12068989,-0.12695903,-0.02277763,0.08254791,-0.18041694,-0.049039103,0.007903206,-0.04961383,0.0070027327,-0.27236167,-0.10764409,-0.120777875,0.056516174,-0.17936744,-0.09716254,0.13309287,-0.00332357,0.12544788,0.098798215,-0.011232727,0.12723583,-0.03536523,-0.1414352,0.19462326,-0.06745484,0.07907607,-0.10720372,0.14503837,0.1034205,0.09156162,-0.17941025,0.008643706,0.16126052,0.09137371,0.059685335,-0.1628828,0.10608832,-0.12762542,-0.17389624,-0.12627897,-0.11638292,0.055709906,-0.22981979,-0.056680985,0.1774317,0.11985727,-0.070916854,0.05813675,-0.012797616,0.17933068,0.026209945,0.11028,0.09456679,0.06219992,0.04617716,0.008990858,-0.028743805,-0.14092138,0.16172966,0.17209657,-0.22049347,-0.16043825,-0.054613337,-0.11484966,-0.0458731,0.15270562,0.11096986,-0.1361902,0.03163398,-0.14108123,0.2018242,-0.15606533,0.05592971,0.1346138,0.01308019,0.004504243,0.17236705,-0.10841069
1893,0.18812779,-0.056154866,0.015167103,0.009992585,-0.01829503,-0.17731033,-0.20652032,0.12972051,-0.15414116,0.14629161,-0.13471365,0.13006492,-0.015609153,-0.15384908,0.03330909,-0.08864073,-0.030044038,0.080455355,0.15176405,0.027850067,0.13145031,0.11148339,0.14136142,-0.19766958,-0.11481852,-0.10448127,0.057880886,0.049609806,-0.049931716,-0.0384996,0.06539219,0.120939665,-0.11369719,0.13299488,-0.04389329,-0.21014018,0.07310392,0.13696285,0.21081086,0.15324375,-0.13896365,0.16181885,0.07437507,-0.14243276,0.1592061,-0.19674404,0.10115932,-0.096202075,0.17276435,-0.12960361,-0.11075546,-0.11788646,-0.018437138,0.070239104,-0.17543669,-0.060318965,0.0037400562,-0.042402226,0.027577963,-0.24709003,-0.10958945,-0.1196233,0.0556026,-0.15185905,-0.09102534,0.124757,0.008199087,0.10736584,0.10342231,-0.007798036,0.10898793,-0.033414174,-0.12731661,0.19286214,-0.06678209,0.07160388,-0.10402385,0.11795827,0.09434969,0.094667256,-0.15717801,0.014513524,0.13688365,0.071776435,0.058759753,-0.14490509,0.089719035,-0.11249471,-0.16181676,-0.112498164,-0.107022636,0.059430536,-0.20354888,-0.05242653,0.15322839,0.100168966,-0.06456495,0.05965016,-0.011459508,0.1578176,0.026875308,0.10335437,0.088007964,0.06703599,0.048914783,0.011460667,-0.025848836,-0.13188648,0.16121684,0.16927454,-0.20855975,-0.1364589,-0.05922078,-0.11079339,-0.036384728,0.15241888,0.11590313,-0.13838705,0.032396466,-0.14453356,0.1986191,-0.13460918,0.053582113,0.12562704,0.011565582,0.0035443977,0.15732186,-0.08884348
1897,0.20780478,-0.05929711,0.014276445,0.009151315,-0.020039305,-0.19311427,-0.23382978,0.14209937,-0.16447972,0.15759853,-0.1422356,0.14185406,-0.017775351,-0.16890903,0.034579016,-0.09222964,-0.03406779,0.08825602,0.15915059,0.0305223,0.14122052,0.11784129,0.15143569,-0.2212161,-0.12277338,-0.120620035,0.06563466,0.0523967,-0.054139048,-0.049697913,0.07371283,0.1323422,-0.12302706,0.14452483,-0.041466877,-0.22881553,0.07989075,0.14721541,0.22720529,0.170821,-0.14589892,0.17422503,0.07663085,-0.15322822,0.17028847,-0.2114145,0.106119886,-0.107174195,0.18938886,-0.15298593,-0.12729688,-0.1280287,-0.020238666,0.08430379,-0.18950585,-0.061950188,0.00457722,-0.04605267,0.02235865,-0.27507266,-0.11551551,-0.13520089,0.05603867,-0.17256543,-0.10016547,0.13380161,0.00931498,0.11821246,0.10856568,-0.00834427,0.12368595,-0.034102503,-0.14371665,0.20695172,-0.07307932,0.07774163,-0.11679308,0.14148161,0.10168881,0.10265216,-0.17857453,0.013412359,0.16051142,0.08593489,0.06234845,-0.16274919,0.10578289,-0.123616286,-0.17611636,-0.12487631,-0.11562828,0.06139672,-0.22511125,-0.060632847,0.17697488,0.11317541,-0.07474608,0.060654614,-0.010568518,0.17464653,0.026469752,0.115798704,0.09598772,0.06795405,0.050457712,0.0110861035,-0.027608674,-0.14107634,0.1717363,0.17880057,-0.2307729,-0.15851612,-0.060576368,-0.11587539,-0.03910534,0.16081366,0.12126947,-0.14543386,0.03700238,-0.1570553,0.22206655,-0.1527377,0.06187442,0.13661003,0.012106163,0.0036185049,0.17642958,-0.10056143
1908,0.2065385,-0.05948676,0.012548219,0.007282475,-0.02074528,-0.19429867,-0.24253528,0.14464734,-0.16403213,0.16261609,-0.1430142,0.14900994,-0.023266323,-0.16878153,0.032687172,-0.091574036,-0.034980204,0.09226136,0.15947591,0.028382175,0.14025344,0.11478589,0.15368961,-0.22188385,-0.1307144,-0.13216068,0.06106443,0.051618185,-0.056507323,-0.06979071,0.07749674,0.1350074,-0.12903902,0.14677307,-0.039047785,-0.23139808,0.07810302,0.14713958,0.23148109,0.16957757,-0.1490026,0.17356952,0.07766565,-0.14929035,0.1721174,-0.21358106,0.10509931,-0.10727127,0.18838166,-0.15857357,-0.13060746,-0.1300086,-0.022743309,0.0842455,-0.19010183,-0.058090385,0.00553872,-0.047500003,0.014343088,-0.27894118,-0.117325425,-0.13089517,0.055763878,-0.18167077,-0.10318855,0.13555962,0.005891882,0.12288929,0.102580614,-0.009538067,0.12606323,-0.0348703,-0.14595377,0.20466004,-0.07354828,0.08285342,-0.1137155,0.14487465,0.103199415,0.10127897,-0.18052845,0.011602747,0.16230708,0.09177511,0.0622387,-0.16735794,0.109639004,-0.12820242,-0.17972419,-0.12732661,-0.11885178,0.061431617,-0.23483391,-0.060754642,0.18281089,0.121568665,-0.079325095,0.060385734,-0.011218294,0.18142928,0.029478462,0.11378505,0.09775397,0.06804713,0.049158454,0.010165072,-0.02866884,-0.14153643,0.17015254,0.17609954,-0.23049773,-0.16295661,-0.059431273,-0.11576996,-0.042830393,0.15920468,0.11775911,-0.14088278,0.03749484,-0.15064003,0.21733409,-0.15818894,0.060729686,0.14004096,0.013404534,0.004740389,0.1815707,-0.10356427
1912,0.20684542,-0.061837837,0.011369126,0.005498144,-0.020226547,-0.19043642,-0.2463535,0.14203593,-0.1636434,0.1599447,-0.14340995,0.14573814,-0.025341881,-0.17301409,0.028264942,-0.08869419,-0.03131603,0.09333365,0.15199266,0.023939453,0.13678831,0.11072195,0.15778711,-0.21859267,-0.13807794,-0.13643005,0.05586282,0.048351374,-0.056512132,-0.08830734,0.0788399,0.13329278,-0.13229603,0.1451041,-0.038184762,-0.22921973,0.074049376,0.14480352,0.23343343,0.16825554,-0.14973995,0.17138545,0.07807362,-0.14571992,0.1644045,-0.21256718,0.10439821,-0.10881556,0.18485267,-0.16342768,-0.12607688,-0.12884547,-0.023808053,0.08624115,-0.18545288,-0.053955123,0.0075142058,-0.049488634,0.007981668,-0.2801286,-0.11450309,-0.12425549,0.05574992,-0.18409772,-0.1009559,0.13665734,-0.00061457936,0.1265849,0.09739788,-0.011184739,0.12685381,-0.035517707,-0.14369704,0.2002346,-0.07070702,0.08081037,-0.11248074,0.14904381,0.10331973,0.09537258,-0.18050607,0.009312554,0.16555038,0.09205892,0.059187092,-0.16644196,0.10983627,-0.12950645,-0.17539133,-0.12710635,-0.11778698,0.056495957,-0.23587334,-0.0580735,0.18284231,0.124853104,-0.07573945,0.058527336,-0.012807216,0.18152079,0.027669828,0.11337286,0.09895115,0.063926816,0.047419205,0.009130931,-0.029630765,-0.14332736,0.16966526,0.17732695,-0.22723477,-0.16336323,-0.055234484,-0.11566143,-0.045011654,0.1584088,0.115271024,-0.13808286,0.035925083,-0.14483134,0.21101667,-0.15872207,0.05768448,0.1384633,0.013888414,0.0045912787,0.1809066,-0.107196294
1914,0.19043979,-0.06019876,0.0115284985,0.0043075467,-0.018495841,-0.16917893,-0.2268007,0.13379928,-0.14809376,0.14823464,-0.13507125,0.13030097,-0.021918815,-0.15807286,0.030124884,-0.08081858,-0.027037045,0.08520396,0.14098725,0.021029044,0.12695056,0.10555631,0.14530176,-0.19740206,-0.12837228,-0.12322527,0.048843164,0.04524193,-0.0507674,-0.07920922,0.07209436,0.118533626,-0.12321163,0.12808861,-0.04070829,-0.20960855,0.06544092,0.13016208,0.21579182,0.15261355,-0.13809602,0.15908058,0.076146685,-0.13044599,0.15266508,-0.19240397,0.10180226,-0.09954232,0.16999966,-0.14863142,-0.10866066,-0.120980635,-0.020655965,0.07664911,-0.17044526,-0.04812307,0.0073948773,-0.044203233,0.012345504,-0.2502786,-0.10682078,-0.116494,0.055745214,-0.16899511,-0.09094903,0.12301613,-0.0032961061,0.11613311,0.095196255,-0.010736425,0.11555757,-0.034772433,-0.13190597,0.18979384,-0.065766394,0.07388134,-0.10269904,0.13736686,0.09674828,0.08732759,-0.16695824,0.008559398,0.14807606,0.08441894,0.058141552,-0.15735075,0.09225446,-0.11451503,-0.16316982,-0.11763684,-0.11165398,0.052544974,-0.21356039,-0.0483327,0.16830206,0.10997535,-0.06689839,0.058584824,-0.013989454,0.1695404,0.025590666,0.101888075,0.08693242,0.057962522,0.046121854,0.009609902,-0.02702553,-0.13555193,0.15526035,0.16786951,-0.2009429,-0.14906599,-0.055750012,-0.110372126,-0.04312195,0.14576079,0.11044867,-0.12963971,0.030113794,-0.13250327,0.18863541,-0.14423916,0.05109929,0.12787609,0.013115775,0.005244624,0.15543932,-0.09460719
